"_tid_","T1","T2","T3","T4","T5","T6","T7","T8","T9"
"17879","24.53333333","22.22571429","24","24.2","24","7.76","24.29","26","22.79"
"17880","24.5","22.14","24","24.2","23.95285714","7.466666667","24.29","26","22.79"
"17881","24.5","22.1","24","24.2","24.06","7.145","24.26","25.92666667","22.73857143"
"17882","24.5","22","24","24.2","24.02857143","6.66","24.2","25.89","22.7"
"17883","24.5","22","24","24.2","24","6.33","24.2","25.89","22.7"
"17884","24.5","21.978","24","24.13333333","23.92142857","6.123333333","24.2","25.85666667","22.65714286"
"17885","24.42666667","21.89","23.945","24.1","23.89","6.366666667","24.2","22.79","22.6"
"17886","24.39","21.83","23.9725","24.1","23.89","6.56","24.13333333","23.79","22.7"
"17887","24.39","21.83285714","23.89","24.1","23.89","6.433333333","24.1","22.29","22.67142857"
"17888","24.39","21.79","23.90571429","24.1","23.89","6.3","24.16666667","23.5","22.7"
"17889","24.39","21.76428571","24.32333333","24.1","23.85","6.126666667","24.13333333","23.6","22.7"
"17890","24.29","21.7","22.1","24.025","23.79","5.866666667","24.2","23.5","22.79"
"17891","24.29","21.6","22.1","24.06666667","23.79","5.763333333","24.2","21.89","22.79"
"17892","24.23","21.6","24","24","23.79","5.69","24.2","25.6","22.79"
"17893","24.2","21.54","24","24","23.79","5.433333333","24.2","25.53333333","22.79"
"17894","24.2","21.5","24","24","23.73857143","5.16","24.2","25.5","22.79"
"17895","24.1","21.456","24","24","23.718","4.933333333","24.2","25.5","22.83"
"17896","24.1","21.39","24","24","23.75142857","4.66","24.2","25.39","22.89"
"17897","24.1","21.37","24","24","23.7","4.263333333","24.1","25.39","22.89"
"17898","24.1","21.29","24","24","23.72571429","4.3225","24.1","25.39","22.89"
"17899","24.06666667","21.254","24","24","23.7","4.16","24.16666667","25.32333333","22.89"
"17900","24","21.2","24.08571429","24","23.7","3.796666667","24.1","25.26","22.89"
"17901","24","21.18","24.1","24","23.7","3.53","19.1","25.2","22.89"
"17902","24","21.1","24.1","24","23.7","3.26","18.39","25.2","22.92666667"
"17903","23.96333333","21.04","24.1","23.92666667","23.7","3.126666667","19.39","25.2","22.89"
"17904","23.89","21.04285714","24.1","18.39","23.7","2.863333333","21.1","25.13333333","22.89"
"17905","23.89","21","24.1","21.39","23.7","2.79","24.03333333","25.1","22.934"
"17906","23.89","20.96857143","24.12857143","19.6","23.7","2.663333333","24","25.1","23"
"17907","23.79","20.85","24.2","20.7","23.61428571","2.53","24","25.1","23"
"17908","23.79","20.80428571","24.2","18.79","23.6","2.5","24","25.03333333","22.79"
"17909","23.79","20.83","24.2","18.79","23","2.5","24","24.96333333","17.89"
"17910","23.79","20.76428571","24.2","23.84","18","2.4","24","24.96333333","22.79"
"17911","23.79","20.7","24.2","23.79","23.6","2.4","24","24.89","22.79"
"17912","23.79","20.7","24.2","23.79","23.54","2.29","24","24.89","22.6"
"17913","23.79","20.68","24.2","23.85666667","23.52857143","2.29","24","24.89","22.6"
"17914","23.76","20.64285714","24.254","23.79","23.5","2.2","24","24.89","22.6"
"17915","23.7","20.6","24.29","23.79","23.5","2.06","24","24.79","23"
"17916","23.7","20.6","24.29","23.79","23.5","_nan_","23.96333333","24.79","23.05"
"17917","23.7","20.51428571","24.27714286","23.79","23.5","_nan_","23.89","24.79","23"
"17918","23.7","20.5","24.254","23.79","23.5","_nan_","23.89","24.79","23.06"
"17919","23.7","20.46857143","24.22571429","23.76","23.5","_nan_","23.89","24.76","23"
"17920","23.7","20.39","24.2","23.76","23.5","_nan_","23.89","24.7","23.04285714"
"17921","23.7","20.39","24.2","23.73","23.5","2.4","23.89","24.7","23.06"
"17922","23.6","20.37","24.2","23.73","23.5","2.4","23.89","24.7","23"
"17923","23.6","20.29","24.2","23.7","23.43714286","2.326666667","23.89","24.7","23"
"17924","23.6","20.29","24.2","23.7","23.39","2.4","23.89","24.6","23.04"
"17925","23.6","20.29","24.2","23.7","23.39","2.4","23.79","24.6","23.075"
"17926","23.6","20.29","24.2","23.7","23.39","2.326666667","23.85666667","24.6","23"
"17927","23.6","20.29","24.2","23.7","23.39","2.4","23.79","24.6","23.07142857"
"17928","23.56666667","20.2","24.2","23.7","23.39","2.4","23.79","24.6","22.6"
"17929","23.5","20.2","24.2","23.66666667","23.39","2.8","_nan_","_nan_","_nan_"
"17930","23.5","20.2","24.2","23.6","23.39","3.1175","23.79","17.39","16.39"
"17931","23.5","20.2","24.22571429","23.6","23.39","3.363333333","23.79","23","23"
"17932","23.5","20.2","24.29","23.6","23.39","3.626666667","23.79","24.39","22.6"
"17933","23.5","20.2","24.26428571","23.6","23.37333333","3.833333333","23.7","24.5","22.79"
"17934","23.42666667","20.2","24.29","23.6","23.29","4","23.7","24.46333333","22.6"
"17935","23.39","20.2","24.29","23.6","23.29","4","23.7","24.39","23.02857143"
"17936","23.39","20.2","24.29","23.6","23.29","3.933333333","23.7","24.39","23"
"17937","23.39","20.25142857","24.29","23.6","23.29","4.126666667","23.7","24.39","23"
"17938","23.39","20.29","24.29","23.6","23.29","4.433333333","23.7","24.35666667","22.6"
"17939","23.39","20.29","24.29","23.53333333","23.29","4.626666667","23.7","24.29","22.6"
"17940","23.39","20.39","24.29","23.5","23.29","4.963333333","23.7","24.39","22.6"
"17941","23.39","20.39","24.29","23.5","23.29","5.23","23.7","24.32333333","22.6"
"17942","23.39","20.40571429","24.29","23.53333333","23.29","5.826666667","23.7","24.29","18.42666667"
"17943","23.39","20.52","24.35","23.53333333","23.29","6.766666667","23.7","24.29","19.79"
"17944","23.39","20.72571429","24.46857143","23.5","23.29","7.923333333","23.7","24.29","20.5"
"17945","23.46333333","21.954","24.6","23.5","23.272","8.863333333","23.7","24.29","22.6"
"17946","23.39","22.93714286","24.68571429","23.53333333","23.218","10.05","23.63333333","24.29","23.04"
"17947","23.42666667","23.196","24.68","23.6","23.25142857","10.46333333","21.39","24.23","23.1"
"17948","23.5","22.85","24.6","23.53333333","23.29","10.46333333","24.29","24.23","23.1"
"17949","23.39","22.6","24.56","23.53333333","23.236","10.6","23.29","24.2","23.14285714"
"17950","23.46333333","22.52857143","24.52857143","23.6","23.215","10.53333333","23.2","24.2","23.2"
"17951","23.445","22.62","24.434","23.6","23.2","10.69666667","21.1","24.2","23.12857143"
"17952","23.5","22.7","24.39","23.6","23.2","11.09","22.7","24.2","23.11428571"
"17953","23.5","22.5","24.5","23.46333333","23.2","11.26333333","23.6","24.2","23.2"
"17954","23.5","22.29714286","24.34857143","23.26333333","23.2","11.06333333","23.53333333","24.26","23.2"
"17955","23.42666667","22.218","24.29","23.29","23.2","10.9","23.53333333","24.29","23.1"
"17956","23.5","22.39285714","24.29","23.35666667","23.2","11.43333333","23.5","24.29","23.11428571"
"17957","23.42666667","22.456","24.254","23.39","23.2","11.83","23.55","24.29","23.2"
"17958","23.39","22.13857143","24.14285714","23.46333333","23.2","11.83","23.5","24.35666667","23.2"
"17959","23.39","22","24.04","23.5","23.2","12.13","23.5","24.39","23.2"
"17960","23.35666667","22","23.92142857","23.5","23.2","12.39","23.5","24.46333333","23.2"
"17961","23.29","21.89","23.66","23.53333333","23.2","12.6","23.6","24.53333333","23.2"
"17962","23.2","22.05571429","23.6","23.6","23.2","12.86","23.6","24.6","23.15714286"
"17963","23.2","22.218","23.69857143","23.6","23.2","12.66","23.53333333","24.66666667","23.14"
"17964","23.2","22.36142857","23.79","23.6","20.79","12.695","23.6","24.79","23.1"
"17965","23.2","22.434","25.7","23.6","23.2","13","23.6","24.79","23.08"
"17966","23.13333333","22.64285714","23.89","23.6","23.2","13.53333333","23.6","24.89","23.04285714"
"17967","23.2","22.73","_nan_","23.6","23.2","13.66","23.6","24.89","23.06"
"17968","23.16666667","22.80428571","21.79","23.66666667","23.2","13.7","23.6","21.1","23"
"17969","23.1","22.92142857","24.39","23.7","23.2","13.56666667","23.6","23.39","23"
"17970","23.16666667","23.1","24.2","23.7","23.2","14.06333333","23.6","24","23"
"17971","23.175","23.1","24.2","23.7","23.2","14.06333333","23.6","25.26","23"
"17972","23.2","23.16","_nan_","23.79","23.2","_nan_","23.66666667","25.23","22.92142857"
"17973","23.2","23.22571429","_nan_","23.79","23.2","_nan_","23.7","25.23","22.89"
"17974","23.2","23.2","24.1","23.79","23.18","_nan_","23.7","25.2","22.93714286"
"17975","23.2","23.27714286","24.1","23.85666667","23.16666667","_nan_","23.7","25.2","22.934"
"17976","23.26","23.272","24.16","23.79","23.2","_nan_","23.7","25.33","22.89"
"17977","23.29","23.2","24.2","23.85666667","23.2","_nan_","23.7","25.39","22.89"
"17978","23.29","23.29","24.2","23.89","23.2","_nan_","23.7","25.40571429","22.89"
"17979","23.29","23.34714286","24.2","23.82333333","23.2","_nan_","23.7","25.5","22.92142857"
"17980","23.29","23.412","24.2","23.82333333","23.2","15.46","23.79","25.5","22.89"
"17981","23.39","23.5","24.2","23.89","23.13333333","15.79333333","23.79","25.5","22.92142857"
"17982","23.39","23.5","24.2","23.89","23.2","15.92666667","23.82333333","25.55714286","23"
"17983","23.39","23.48428571","24.2","23.82333333","23.2","15.7475","23.82333333","25.6","23"
"17984","23.39","23.312","24.2","23.82333333","23.2","15.33","23.82333333","25.52857143","23"
"17985","23.39","23.26428571","24.2","23.89","23.2","15.26333333","20.89","25.55","23"
"17986","23.39","23.33","24.2","23.79","23.2","15.39666667","23.89","25.6","23"
"17987","23.42666667","23.39","24.13333333","23.79","23.2","15.53","23.89","25.6","23"
"17988","23.5","23.37","24.2","23.79","23.2","15.46333333","23.89","25.6","23"
"17989","23.5","23.29","24.2","23.79","23.2","15.53","23.89","25.6","23"
"17990","23.5","23.29","24.2","23.79","23.2","15.46333333","23.89","25.66666667","22.934"
"17991","23.5","23.29","24.2","23.89","23.2","15.39666667","23.89","25.7","22.90571429"
"17992","23.5","23.272","24.2","23.89","23.2","15.19","23.89","25.7","22.89"
"17993","22.79","23.2","24.2","23.89","23.16666667","14.93333333","23.89","25.754","22.89"
"17994","22.7","23.1","24.2225","23.89","23.1","14.66666667","23.89","25.79","22.89"
"17995","24.29","23","24.29","23.92666667","23.1","14.39","23.89","25.79","22.89"
"17996","24","22.93714286","24.29","24","23.1","14.33","23.79","25.79","22.89"
"17997","21.2","22.87","24.29","24.03333333","23.1","13.89666667","23.79","25.79","22.89"
"17998","23.39","22.72571429","24.29","24.1","23.1","13.63","23.79","25.85","22.89"
"17999","23.39","22.66","24.29","24.13333333","23.1","13.36","20.89","25.89","22.87571429"
"18000","23.39","22.58571429","24.29","24.2","23.1","13.16666667","24.89","25.89","22.79"
"18001","23.5","22.5","24.29","24.2","23.1","12.7","23.7","25.89","22.83285714"
"18002","23.5","22.5","24.29","24.2","23.1","12.26333333","23.7","25.89","22.8275"
"18003","23.5","22.39","24.29","24.2","23.1","12.06333333","23.7","25.89","22.79"
"18004","23.5","22.37571429","24.29","24.2","23","11.96333333","23.7","25.89","22.81857143"
"18005","23.5","22.33","24.29","24.26","23","_nan_","23.66666667","25.89","22.79"
"18006","23.53333333","22.29","24.29","24.2","23","_nan_","23.6","25.89","22.79"
"18007","23.6","22.29","24.29","24.23","23.89","_nan_","23.6","25.85","22.79"
"18008","23.6","22.21285714","24.29","24.29","23","_nan_","23.6","25.79","22.79"
"18009","23.6","22.18","24.29","24.2","22.79","_nan_","23.6","25.79","22.79"
"18010","23.6","22.17142857","24.2","24.2","23.89","_nan_","23.6","25.79","22.79"
"18011","23.6","22.1","24.2","24.2","23","_nan_","23.6","25.772","22.79"
"18012","23.6","22.1","24.2","24.2","23","_nan_","23.53333333","25.72571429","22.79"
"18013","23.6","22.08","24.218","24.2","23","10.33","23.5","25.7","22.79"
"18014","23.6","22","24.236","24.2","23","10.16","23.5","25.7","22.79"
"18015","23.6","22","24.29","24.2","23","9.96","23.5","25.7","22.79"
"18016","23.6","21.90571429","24.29","24.2","22.92666667","9.763333333","23.5","23.79","22.79"
"18017","23.6","21.89","24.2","24.2","23","9.63","23.5","23.79","22.772"
"18018","23.6","21.84714286","24.29","24.1","23","9.566666667","23.5","23.79","22.76428571"
"18019","23.6","21.79","24.29","24.1","22.89","9.4725","23.5","24","22.7"
"18020","23.6","21.79","24.29","24.06666667","22.96333333","9.39","23.5","25","22.72571429"
"18021","23.6","21.7225","24.29","24","22.89","9.39","23.5","25.7","22.736"
"18022","23.6","21.7","24.33","24","22.89","9.33","23.5","25.61428571","22.7"
"18023","23.6","21.7","24.676","24","23.09333333","9.19","23.42666667","25.6","22.7"
"18024","23.53333333","22","25.125","23.96333333","23.56666667","9.19","23.39","25.6","22.68571429"
"18025","24.5","21.79","25.356","23.89","23.46333333","9.1","23.39","25.56","22.6"
"18026","23.5","21.89","25.718","23.85666667","23.39","9.1","23.46333333","25.58571429","22.6"
"18027","21.29","21.79","25.945","23.79","23.26","9.1","23.39","25.58","22.6"
"18028","23.29","21.89","26.14","23.79","23.2","9.033333333","23.39","25.5","22.6"
"18029","23.5","21.5","26.26333333","23.79","23.2","9","23.39","25.54","22.6"
"18030","23.5","21.478","26.29","23.79","23.2","8.926666667","23.46333333","25.57142857","22.6"
"18031","23.5","21.39","26.216","23.79","23.1","8.8","23.39","25.66","22.66"
"18032","23.46333333","21.29","26.07142857","23.73","23.1","8.726666667","23.46333333","25.7","22.6"
"18033","23.39","21.29","26","23.7","23.06666667","8.53","23.39","25.736","22.64"
"18034","23.39","21.29","25.95285714","23.7","23.06666667","8.33","23.5","25.76428571","22.65"
"18035","23.39","21.22571429","25.934","23.7","23","8.3","23.5","25.79","22.7"
"18036","23.35666667","21.2","25.87","23.7","23","8.3225","23.5","25.86142857","22.7"
"18037","23.29","21.14285714","25.76428571","23.66666667","23","8.39","23.5","25.83","22.7"
"18038","23.29","21.1","25.7","23.6","23","8.39","23.42666667","25.89","22.7"
"18039","23.29","21.07142857","25.7","23.6","23","8.39","23.39","25.90375","22.7"
"18040","23.29","21.06","25.68","23.6","23","8.36","23.39","25.956","22.736"
"18041","23.23","21","25.6","23.6","23","8.36","23.39","26","22.7"
"18042","23.2","20.978","25.6","16.5","23","8.3","23.39","26.06","22.72571429"
"18043","23.2","20.89","25.58571429","16.5","23","8.3","23.39","26.08571429","22.7"
"18044","23.2","20.89","25.5","23.7","22.96333333","8.3","23.39","26.08","22.7"
"18045","23.2","20.89","25.5","16.5","22.89","8.3","23.39","25.96857143","22.7"
"18046","23.1","20.82333333","25.5","20.1","22.92666667","8.263333333","23.39","25.89","22.79"
"18047","23.16666667","20.79","25.40571429","20.1","22.92666667","8.263333333","23.39","25.84714286","22.79"
"18048","23.1","20.79","25.39","16.5","22.89","8.3","23.39","25.87","22.77714286"
"18049","23.1","20.79","25.39","23.5","22.89","8.226666667","23.39","25.76428571","22.754"
"18050","23.1","20.736","25.39","23.5","22.89","8.16","23.39","25.7","22.79"
"18051","23.1","20.7","25.30428571","23.42666667","22.89","8.1","23.39","25.68571429","22.79"
"18052","23.1","20.7","25.29","23.39","22.89","_nan_","23.39","25.6","22.79"
"18053","23.03333333","20.66","25.29","23.39","22.89","8.025","23.39","25.6","22.79"
"18054","23.03333333","20.68333333","25.29","23.39","22.89","8","23.39","25.5","22.79"
"18055","23","20.6","25.29","23.39","22.89","8","23.39","25.5","22.79"
"18056","23","20.58","25.29","23.39","22.89","8","23.39","25.434","22.79"
"18057","23","20.56666667","25.26428571","23.39","22.84","8","23.39","25.43714286","22.79"
"18058","23","20.55","25.2","23.32333333","22.89","7.933333333","23.39","25.39","22.79"
"18059","23","20.56","25.2","23.32333333","22.79","7.9","23.39","25.39","22.79"
"18060","23","20.5","25.2","23.29","22.85666667","7.9","23.32333333","25.37","22.79"
"18061","23","20.5","25.2","23.29","22.79","7.8","23.32333333","25.29","22.79"
"18062","22.92666667","20.5","25.2","23.29","22.79","7.726666667","23.39","25.29","22.79"
"18063","22.92666667","20.5","25.2","23.29","22.79","7.656666667","23.32333333","25.25142857","22.79"
"18064","22.92666667","20.434","25.11428571","23.29","22.79","7.59","23.29","22.7","22.79"
"18065","22.89","20.456","25.04","23.23","22.79","7.59","23.29","23.5","22.79"
"18066","22.89","20.39","25","23.26","22.79","7.59","23.29","23.5","22.79"
"18067","22.89","20.39","25","23.2","22.79","7.69","23.29","25.1","22.79"
"18068","22.89","20.39","24.90571429","23.2","22.79","7.69","23.29","25.1","22.79"
"18069","22.89","20.34714286","24.89","23.2","22.79","7.69","23.29","25.06","22.79"
"18070","22.89","20.29","24.89","22","22.79","7.7175","23.29","25","22.79"
"18071","22.89","20.29","24.83","23.29","22.79","7.8","23.29","24.945","22.79"
"18072","22.85666667","20.29","24.89","20.89","22.79","7.833333333","23.29","24.934","22.79"
"18073","22.79","20.29","24.83","23.2","22.79","7.9","23.29","24.89","22.79"
"18074","22.79","20.29","24.79","23.13333333","22.79","8","23.23","24.89","22.79"
"18075","22.79","20.29","24.79","23.1","22.79","8","23.23","24.81","22.79"
"18076","22.79","20.29","24.79","23.1","22.79","7.966666667","23.2","24.79","22.79"
"18077","22.79","20.25142857","24.79","23.1","22.79","7.9","23.2","22.2","22.84"
"18078","22.79","20.2","24.79","23.1","22.79","8","23.26","23.89","22.80428571"
"18079","22.79","20.2","24.79","23.1","22.73","8","23.2","23.89","22.79"
"18080","22.76","20.2","24.87571429","23.1","22.79","8","23.26","22.5","22.79"
"18081","22.76","20.2","24.89","23.1","22.73","8","23.29","23.89","22.79"
"18082","22.76","20.2","24.89","23.1","22.79","8.1","23.23","24.89","22.79"
"18083","22.7","20.2","24.89","23.1","22.73","8.16","23.2","24.6","22.79"
"18084","22.7","20.2","24.89","23.03333333","22.7","8.19","21.39","24","22.79"
"18085","22.7","20.2","24.912","23.06666667","22.7","8.263333333","23.39","20.6","22.79"
"18086","22.7","20.2","25","23","22.7","8.3","23.5","23.79","22.79"
"18087","22.7","20.2","25","23","22.7","8.3675","23.2","23.6","22.79"
"18088","23.2","20.2","25","23","22.7","8.463333333","23.2","24.39","22.81857143"
"18089","22.7","20.2","24.89142857","23","22.7","8.666666667","23.2","23.39","22.89"
"18090","22.745","20.218","24.79","23","22.7","8.933333333","23.2","24.5","22.89"
"18091","22.79","20.29","24.72571429","23","22.7","9.256666667","23.2","24.5","22.89"
"18092","22.85666667","20.39","24.66","23","22.7","9.59","23.2","24.5","19.66666667"
"18093","22.82333333","20.45285714","24.6","23","22.7","10.06333333","23.2","24.46333333","22.89"
"18094","22.89","20.5","24.6","23","22.7","10.26333333","23.2","24.39","22.89"
"18095","22.89","20.54285714","24.6","23","22.7","10.3","23.2","24.5","22.6"
"18096","22.89","20.5","24.6","22.96333333","22.7","10.36","23.2","24.42666667","22.6"
"18097","22.89","20.6","24.6","22.96333333","22.7","10.53333333","23.2","24.39","22.89"
"18098","22.82333333","20.6","24.6","22.96333333","22.7","10.6","23.16666667","24.39","22.89"
"18099","22.89","20.6","24.66666667","22.89","22.7","10.72666667","23.1","24.39","22.89"
"18100","22.89","20.67142857","24.56","22.89","22.7","10.93333333","23.1","24.39","22.89"
"18101","22.89","20.7","24.5","22.89","22.6","11.22666667","23.1","24.39","22.89"
"18102","22.89","20.75142857","24.434","22.92666667","22.6","11.36","23.1","24.39","22.89"
"18103","22.89","20.79","24.39","23","22.6","11.53333333","23.1","24.39","22.89"
"18104","22.89","20.79","24.412","23.1","22.6","11.79333333","23.1","24.39","22.89"
"18105","22.79","20.83","24.5","23.1","22.6","12.05","23.1","24.39","22.84714286"
"18106","22.79","20.90571429","24.5","23.2","22.6","12.36666667","23.06666667","24.39","22.89"
"18107","22.79","21","24.5","23.2675","22.6","12.76","23","24.39","22.83285714"
"18108","22.79","21.06666667","24.5","23.35666667","22.6","13.25666667","23.03333333","24.39","22.79"
"18109","22.79","21.14","23.39","23.39","22.6","13.59","23.03333333","24.16666667","22.79"
"18110","22.79","21.25142857","24.39","23.39","22.6","14.23333333","23.1","24.29","22.89"
"18111","22.79","21.372","24.89","23.5","19.39","14.83333333","23.1","_nan_","22.89"
"18112","22.79","21.5","26.05714286","23.5","22.6","15.43","23.1","24.3525","22.82333333"
"18113","22.79","21.7","24.6","23.35666667","22.6","15.82333333","23.1","24.39","22.82333333"
"18114","22.79","21.80857143","24.6","23.23","23.1","_nan_","23.1","24.39","22.82333333"
"18115","22.79","21.976","24.6","23.16666667","22.6","15.36","23.1","24.39","22.82333333"
"18116","22.89","22.12857143","24.6","23.1","19.5","15.25666667","23.15","24.45285714","22.89"
"18117","22.89","22.236","24.6","23.16666667","23.2","15.33","23.2","24.52","22.89"
"18118","22.89","22.36285714","24.62","23.16666667","23.5","15.03333333","23.2","24.55714286","22.89"
"18119","22.96333333","22.52","24.65714286","23.2","21.1","15.03333333","23.2","24.6","22.89"
"18120","23","22.6","24.7","23.2","21.29","15.03","23.26","24.69857143","22.89"
"18121","23.06666667","22.625","24.7","23.6","21.2","15.09","23.29","24.81","22.89"
"18122","23.13333333","22.736","24.7","25.1","22.6","15.89","23.29","24.92142857","22.89"
"18123","23.2","22.76428571","24.7","22.32333333","22.6","16.03","23.39","25","22.89"
"18124","23.23","22.81","24.7","22.6","22.6","16.3","23.39","25","22.89"
"18125","23.35666667","22.89","24.7","23.5","22.6","16.56666667","23.42666667","25.02","22.89"
"18126","23.39","22.89","24.68","23.5","22.6","16.5","23.5","25.1","22.89"
"18127","23.39","22.89","24.57142857","23.6","20.2","16.35666667","23.5","25.1","22.89"
"18128","23.5","22.89","24.456","23.6","20.89","16.56333333","23.56","25.15714286","22.89"
"18129","23.5","22.86142857","24.39","23.6","21.83285714","17.55666667","23.6","25.2","22.89"
"18130","23.5","22.66","24.37","23.6","23.89","17.89","23.7","25.2","22.89"
"18131","23.5","22.65714286","24.26428571","23.6","22.7","17.4","23.7","25.2","22.89"
"18132","23.5","22.7","24.16","23.5","22.67142857","16.92666667","23.7","25.2","22.89"
"18133","23.2","22.7","24.08571429","23.7","22.66","17.26333333","23.7","25.2","22.93714286"
"18134","23.6","22.7","24","23.5","22.68571429","17.39","23.7","25.2","22.89"
"18135","24.5","22.77714286","24","23.85666667","22.7","17.66666667","23.75142857","24.1","22.89"
"18136","23.66666667","22.772","23.956","23.6","22.7","18.26","23.79","23.39","22.89"
"18137","23.6","22.67142857","23.95285714","23.6","22.7","17.89","23.79","25.2","22.89"
"18138","23.6","22.5","24.05","23.26","22.7","17.69666667","23.79","24.2","22.89"
"18139","23.6","22.43714286","24.12","23.13333333","22.7","17.39","23.79","24.5","22.89"
"18140","23.6","22.35","24.15714286","23.06666667","22.7","17.39","23.77714286","25.07142857","22.89"
"18141","23.6","22.42142857","24.2","23.06666667","22.7","17.5","23.736","25","22.89"
"18142","23.6","22.6","24.25142857","23.13333333","22.7","17.76","23.76428571","24.978","22.89"
"18143","23.6","22.61428571","24.29","23.26","22.7","17.6","23.736","24.92142857","22.89"
"18144","23.6","22.68","24.29","23.29","22.7","17.6","23.71285714","24.89","22.89"
"18145","23.5","22.62857143","24.29","23.35666667","22.7","17.46","23.7","24.89","22.89"
"18146","23.5","22.7","24.23857143","23.39","22.75142857","17.4","23.7","24.89","22.89"
"18147","23.5","22.65714286","24.18","23.39","22.736","17.13333333","23.7","24.89","22.89"
"18148","23.5","22.6625","24.1","23.39","22.7","17.32333333","23.7","24.89","22.89"
"18149","23.5","22.6","24.14","23.5","22.7","17.26333333","23.66","24.83285714","22.89"
"18150","23.575","22.6","24.14285714","23.42666667","22.736","17","23.67142857","24.83","22.89"
"18151","23.53333333","22.5","24.08","23.46333333","22.73857143","16.92666667","23.64","24.86142857","22.85"
"18152","23.5","22.55714286","24.15714286","23.46333333","22.754","16.89","23.61428571","24.83","22.84714286"
"18153","23.5","22.6","24.2","23.42666667","22.75142857","16.76333333","23.6","24.86142857","22.83"
"18154","23.53333333","22.6","24.25142857","23.42666667","22.7","16.54","23.6","24.89","22.79"
"18155","23.6","22.6","24.29","23.39","22.73857143","16.36285714","23.6","24.89","22.79"
"18156","23.6","22.6","24.29","23.39","22.772","16.272","23.54285714","24.89","22.79"
"18157","23.6","22.6","24.29","23.39","22.82428571","16.1","23.5","25","22.79"
"18158","23.5","22.6","24.37571429","23.32333333","23.1","15.81","23.5","25","22.79"
"18159","23.5","22.5","24.39","23.35666667","23.31","15.42571429","23.5","25","22.79"
"18160","23.5","22.5","24.46857143","23.35666667","24.094","14.996","23.5","25","22.79"
"18161","23.5","22.478","24.5","23.39","23.76428571","14.44","23.478","25","22.79"
"18162","23.5","22.39","24.5","_nan_","23.456","13.81","23.43714286","25","22.76428571"
"18163","23.5","22.29","24.434","_nan_","23.34714286","13.32285714","23.39","25.03333333","22.7"
"18164","23.5","22.27714286","24.39","21.46333333","23.432","12.83","23.39","25.075","22.7"
"18165","23.42666667","22.2","24.39","_nan_","23.49714286","12.42571429","23.35","25","22.7"
"18166","23.46333333","22.12857143","24.39","23.32333333","23.2","11.99714286","23.39","25","22.67142857"
"18167","23.39","22.1","24.34714286","23.29","23.04142857","11.654","23.39","25.06666667","22.64"
"18168","23.39","22.01428571","24.33","23.29","22.87","11.43857143","23.39","25.06666667","22.61428571"
"18169","23.39","22","24.29","23.23","22.72571429","11.216","23.39","25","22.6"
"18170","23.39","21.96857143","24.29","23.2","22.56","11.02857143","23.39","25","22.6"
"18171","23.39","21.89","24.29","23.2","22.42285714","_nan_","23.39","25","22.6"
"18172","23.39","21.83285714","24.29","23.2","22.29","_nan_","23.39","_nan_","22.6"
"18173","23.32333333","21.772","24.29","23.2","22.22571429","_nan_","23.39","_nan_","22.6"
"18174","23.39","21.7","24.29","23.16666667","22.16","_nan_","23.39","24.89","22.6375"
"18175","23.29","21.67142857","24.29","23.1","22.04285714","_nan_","23.39","24.89","22.6"
"18176","23.29","21.6","24.29","23.1","21.945","_nan_","23.39","24.85666667","22.6"
"18177","23.29","21.51428571","24.26428571","23.16666667","21.87","10.08","23.39","24.85666667","22.6"
"18178","23.23","21.434","24.2","23.2","21.79","9.921428571","23.39","24.79","22.6"
"18179","23.2","21.39","24.2","23.2","21.7","9.756","23.46857143","24.79","18.79"
"18180","23.2","21.35","24.18","_nan_","21.64285714","9.638571429","23.5","24.76","22.89"
"18181","23.2","21.29","24.1","21.39","21.54","9.6","23.5","24.7","20.89"
"18182","23.2","21.272","24.1","21.39","21.5","9.6","23.5","24.6","22.6"
"18183","23.1","21.2","24.1","23.26","21.39","9.56","23.5","24.6","22.6"
"18184","23.1","21.2","24.12","23.23","21.33285714","9.484285714","23.5","24.5","22.6"
"18185","23.1","21.11428571","24.2","23.29","21.236","9.39","23.5","24.5","22.64285714"
"18186","23.1","21.08","24.236","23.29","21.2","9.39","23.5","24.5","22.6"
"18187","23.1","21","24.29","23.2225","21.18","9.39","23.5","24.5","22.62857143"
"18188","23.1","21","24.29","23.2","21.1","9.39","23.5","24.42666667","22.6"
"18189","23","20.98428571","24.29","23.1","21","9.452857143","23.5","24.39","22.6"
"18190","23","20.89","24.29","23.1","20.98428571","9.456","23.5","24.39","22.64"
"18191","23","20.89","24.3275","23.1","20.89","9.468571429","23.5","24.39","22.6"
"18192","22.89","20.87333333","24.37571429","23.1","20.86142857","9.39","23.5","24.39","22.6"
"18193","22.89","20.79","24.39","_nan_","20.79","9.338571429","23.5","24.32333333","22.6"
"18194","22.89","20.772","24.43714286","_nan_","20.75142857","_nan_","23.5","24.32333333","22.62"
"18195","22.89","20.736","24.5","_nan_","20.7","_nan_","23.5","24.29","22.7"
"18196","22.89","20.7","24.5","_nan_","20.62857143","_nan_","23.5","24.29","22.7"
"18197","22.89","20.7","24.5","_nan_","20.6","_nan_","23.5","24.254","22.68"
"18198","22.85666667","20.7","24.5","_nan_","20.54285714","_nan_","23.5","24.2","22.62"
"18199","22.79","20.675","24.5","_nan_","20.5","_nan_","23.5","24.2","22.7"
